"antecedent","succedent","realcon","realocc","realdur","p_con","p_occ","p_dur","null_obs"
"(inf_smile;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,35
"(i_gaze_at;inf_smile;m_gaze_at)","(mother-speech)",0.32,87,132.811,0.03,0.5,0.02,100
"(infant_voc;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_at;m_gaze_at)","(mo_smile)",0.41,160,594.954,0.0,0.0,0.0,100
"(inf_smile;m_gaze_at_object;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;mo_smile)","(inf_smile)",0.247,5,42.561,0.125,1.0,0.53125,96
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,11
"(inf_smile;infant_voc)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,5
"(m_gaze_at)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,100
"(infant_voc;m_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;m_gaze_at)","(mo_smile;mother-speech)",0.206,117,128.204,0.0,0.0,0.0,98
"(m_gaze_away;mo_smile)","(i_gaze_at;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at_object;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,25
"(m_gaze_away)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,37
"(m_gaze_away;mo_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,16
"(i_gaze_at;m_gaze_away;mo_smile)","(infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;m_gaze_at)","(mother-speech)",0.214,57,51.638,0.99,1.0,1.0,100
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_away;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,17
"(i_gaze_at_object;m_gaze_at)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,52
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at)","(inf_smile)",0.253,196,367.54,0.33,0.0,0.0,100
"(inf_smile;infant_voc;m_gaze_at_object;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,8
"(i_gaze_away;inf_smile)","(mo_smile)",0.304,4,47.998,0.31313131313131315,1.0,0.24242424242424243,99
"(i_gaze_at;m_gaze_away)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,20
"(m_gaze_at)","(inf_smile;mo_smile)",0.151,189,321.197,0.0,0.0,0.0,90
"(infant_voc;m_gaze_at;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,8
"(i_gaze_at;inf_smile;mo_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,12
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,28
"(i_gaze_at_object;m_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,32
"(inf_smile;mo_smile)","(m_gaze_at;mother-speech)",0.223,101,113.232,0.03,0.0,0.0,100
"(i_gaze_at;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,96
"(i_gaze_away;infant_voc;m_gaze_at)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,18
"(i_gaze_away;mo_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,9
"(inf_smile;m_gaze_at)","(i_gaze_at;mo_smile)",0.281,34,175.326,0.0,0.5959595959595959,0.0,99
"(i_gaze_at_object;inf_smile;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,14
"(i_gaze_away;mo_smile)","(m_gaze_at_object)",0.157,12,27.138,0.9072164948453608,0.5051546391752577,0.9896907216494846,97
"(i_gaze_at_object;inf_smile;mo_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,15
"(i_gaze_at_object;infant_voc;m_gaze_at;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(mo_smile)","(i_gaze_at;m_gaze_at)",0.395,136,594.996,0.0,0.21,0.0,100
"(i_gaze_at;infant_voc;m_gaze_at_object;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;infant_voc;m_gaze_at_object;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;infant_voc;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;mother-speech)","(i_gaze_at;m_gaze_at)",0.161,10,82.817,0.0,0.9855072463768116,0.0,69
"(i_gaze_at_object;m_gaze_at;mo_smile)","(mother-speech)",0.131,18,16.456,0.99,0.91,0.96,100
"(i_gaze_at;infant_voc;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_at_object;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,36
"(i_gaze_at_object)","(mo_smile)",0.29,69,256.322,0.88,0.38,0.88,100
"(i_gaze_at_object;inf_smile;mo_smile)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,92
"(m_gaze_at;mo_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,86
"(i_gaze_away;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,100
"(m_gaze_at;mo_smile)","(mother-speech)",0.318,261,313.736,0.0,0.0,0.0,100
"(i_gaze_at_object;infant_voc;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;infant_voc;m_gaze_at_object;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,15
"(i_gaze_away;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,82
"(inf_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,94
"(inf_smile;m_gaze_away)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,34
"(i_gaze_at;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,25
"(inf_smile;m_gaze_at_object;mo_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,6
"(inf_smile)","(m_gaze_at;mo_smile)",0.253,84,283.301,0.0,0.59,0.0,100
"(i_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,87
"(i_gaze_away;infant_voc;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away;mother-speech)","(i_gaze_away;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mo_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,94
"(infant_voc;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,48
"(i_gaze_away;m_gaze_away;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,20
"(infant_voc;m_gaze_at_object;mo_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at)","(mo_smile)",0.13,6,30.267,0.6105263157894737,0.6631578947368421,0.47368421052631576,95
"(i_gaze_away;m_gaze_at_object;mother-speech)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away)","(i_gaze_away)",0.294,1,23.751,0.0,1.0,0.0,46
"(i_gaze_at_object;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,70
"(i_gaze_at_object;inf_smile)","(m_gaze_at;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;inf_smile;m_gaze_at_object)","(mo_smile)",0.21,3,30.258,0.5353535353535354,0.98989898989899,0.8484848484848485,99
"(m_gaze_at_object;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,54
"(i_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,92
"(m_gaze_away;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,40
"(i_gaze_away;inf_smile;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,27
"(i_gaze_at_object;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,100
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_away;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;mother-speech)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;inf_smile)","(m_gaze_at;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,19
"(i_gaze_at;infant_voc;m_gaze_at_object;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,7
"(i_gaze_at_object)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,100
"(i_gaze_at;inf_smile;mother-speech)","(mo_smile)",0.23,4,66.968,0.0,0.9523809523809523,0.0,84
"(m_gaze_away)","(i_gaze_at_object;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object)","(m_gaze_at_object)",0.476,89,420.706,0.28,0.27,0.28,100
"(inf_smile)","(i_gaze_away;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;infant_voc;m_gaze_away)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;m_gaze_at;mo_smile;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;inf_smile)","(mother-speech)",0.34,141,198.801,0.31,0.9,0.49,100
"(i_gaze_away;inf_smile;infant_voc)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(mo_smile;mother-speech)","(inf_smile)",0.185,23,112.221,0.0,0.40816326530612246,0.0,98
"(mo_smile)","(i_gaze_at;inf_smile;m_gaze_at)",0.143,134,216.011,0.0,0.0,0.0,6
"(inf_smile;infant_voc;m_gaze_at)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;m_gaze_at_object;mo_smile)","(mother-speech)",0.136,11,11.828,0.98,1.0,1.0,100
"(inf_smile;infant_voc;m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,9
"(mo_smile)","(inf_smile;mother-speech)",0.138,220,208.241,0.0,0.0,0.0,82
"(i_gaze_at_object;infant_voc;m_gaze_away)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at_object;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_at_object;infant_voc;mo_smile)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away)","(i_gaze_away;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at_object;inf_smile;infant_voc;m_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,10
"(inf_smile)","(i_gaze_at)",0.415,57,465.167,0.91,0.32,0.91,100
"(inf_smile;infant_voc)","(i_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;inf_smile;mo_smile)","(mother-speech)",0.315,78,102.578,0.05,0.0,0.0,100
"(m_gaze_at)","(mo_smile)",0.414,224,880.695,0.0,0.0,0.0,100
"(i_gaze_at;m_gaze_at)","(inf_smile;mo_smile)",0.15,139,218.693,0.0,0.0,0.0,45
"(inf_smile;infant_voc;m_gaze_at_object;mo_smile)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at_object;mo_smile;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_at_object;inf_smile;infant_voc;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_away;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,19
"(infant_voc;m_gaze_at;mo_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;infant_voc)","(inf_smile;m_gaze_at)",0.119,3,26.554,999.0,999.0,999.0,1
"(inf_smile;infant_voc;m_gaze_at_object)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,17
"(i_gaze_away;inf_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,9
"(i_gaze_at_object;m_gaze_at_object;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,9
"(i_gaze_away;inf_smile)","(m_gaze_at;mo_smile)",0.195,8,30.824,0.38202247191011235,0.5955056179775281,0.30337078651685395,89
"(i_gaze_at;m_gaze_away)","(inf_smile;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,8
"(i_gaze_away;m_gaze_away)","(inf_smile;mo_smile)",0.491,1,13.555,0.0,1.0,0.0,30
"(inf_smile;m_gaze_at;mother-speech)","(mo_smile)",0.205,11,67.286,0.0,0.14772727272727273,0.0,88
"(i_gaze_away;m_gaze_at;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,11
"(i_gaze_at_object;infant_voc;mo_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,14
"(i_gaze_at;mo_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,37
"(infant_voc;m_gaze_at)","(i_gaze_at;mo_smile)",0.113,4,26.314,0.47058823529411764,0.9411764705882353,0.4117647058823529,17
"(inf_smile;infant_voc;m_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,28
"(i_gaze_away;infant_voc;m_gaze_away)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;infant_voc;mo_smile)","(i_gaze_at;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_away;infant_voc;m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(mo_smile)","(inf_smile;m_gaze_at)",0.193,147,290.729,0.0,0.01,0.0,100
"(i_gaze_at_object;m_gaze_away)","(mo_smile)",0.461,1,6.972,0.0,1.0,0.08695652173913043,23
"(m_gaze_away;mother-speech)","(i_gaze_away;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;infant_voc;mo_smile;mother-speech)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,44
"(i_gaze_away;mo_smile)","(m_gaze_at)",0.276,16,47.506,0.93,0.26,0.98,100
"(i_gaze_at;m_gaze_at_object;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,96
"(i_gaze_away;inf_smile;infant_voc;m_gaze_at_object;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_away)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,66
"(i_gaze_away;m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,39
"(i_gaze_at;inf_smile;m_gaze_away;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;inf_smile;infant_voc;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_away;mo_smile;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_at_object;inf_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,52
"(infant_voc;mo_smile;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_at;inf_smile;infant_voc)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,53
"(i_gaze_at_object;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,7
"(i_gaze_at;infant_voc;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(mother-speech)","(m_gaze_at)",0.285,59,450.747,0.01,0.94,0.01,100
"(inf_smile;infant_voc;m_gaze_away)","(i_gaze_at;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;m_gaze_away;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,19
"(m_gaze_away;mo_smile)","(i_gaze_away;inf_smile)",0.284,1,13.555,0.0,1.0,0.0,15
"(m_gaze_at;mo_smile;mother-speech)","(i_gaze_at;inf_smile)",0.131,20,58.072,999.0,999.0,999.0,0
"(inf_smile;m_gaze_at;mother-speech)","(i_gaze_at)",0.243,5,79.843,0.0,0.7555555555555555,0.0,90
"(i_gaze_at_object;m_gaze_at)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,100
"(i_gaze_at_object)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,94
"(i_gaze_at;inf_smile;mo_smile)","(m_gaze_at)",0.501,22,163.284,0.0,0.21,0.0,100
"(inf_smile;m_gaze_at_object)","(mo_smile)",0.103,5,41.111,1.0,1.0,1.0,100
"(m_gaze_away;mo_smile)","(i_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(m_gaze_at;mo_smile)","(inf_smile)",0.272,95,268.43,0.1,0.0,0.0,100
"(i_gaze_away)","(m_gaze_at;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,13
"(inf_smile;m_gaze_away;mother-speech)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at_object)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,9
"(infant_voc;mo_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;m_gaze_at;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,15
"(inf_smile;m_gaze_at_object)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,8
"(m_gaze_away)","(i_gaze_away;inf_smile)",0.184,1,14.876,0.0,1.0,0.0,14
"(i_gaze_away;mother-speech)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,7
"(infant_voc;m_gaze_away;mo_smile)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at;m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,43
"(inf_smile;infant_voc;mo_smile)","(i_gaze_at;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,12
"(mother-speech)","(i_gaze_at)",0.297,37,469.659,0.0,0.61,0.0,100
"(i_gaze_away;m_gaze_at)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,39
"(i_gaze_at;inf_smile;m_gaze_at_object)","(mother-speech)",0.135,18,19.454,0.98,1.0,1.0,100
"(i_gaze_at_object;inf_smile)","(m_gaze_at_object)",0.169,6,17.231,0.99,1.0,1.0,100
"(i_gaze_at_object;infant_voc;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;infant_voc)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,8
"(i_gaze_at_object;infant_voc;m_gaze_at_object;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;infant_voc;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;infant_voc;m_gaze_at_object;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;inf_smile;mo_smile;mother-speech)","(m_gaze_at)",0.169,2,29.004,0.09302325581395349,0.9534883720930233,0.0,43
"(i_gaze_at_object;inf_smile;infant_voc;mo_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(m_gaze_at)","(inf_smile)",0.264,261,562.802,0.72,0.0,0.72,100
"(i_gaze_away;infant_voc;mo_smile)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,12
"(i_gaze_at;infant_voc;m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,13
"(i_gaze_at_object;inf_smile;mother-speech)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;mo_smile)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,33
"(infant_voc;m_gaze_away)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_at;inf_smile;m_gaze_at;mother-speech)","(mo_smile)",0.196,4,43.846,0.0,0.7142857142857143,0.0,21
"(i_gaze_at;mo_smile)","(inf_smile;mother-speech)",0.148,148,136.416,0.0,0.0,0.0,39
"(i_gaze_at_object;inf_smile;infant_voc;mother-speech)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at;mo_smile)","(inf_smile;mother-speech)",0.106,13,9.492,0.8095238095238095,0.7619047619047619,1.0,21
"(inf_smile;infant_voc;m_gaze_at)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,34
"(i_gaze_at;infant_voc;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;inf_smile;m_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;m_gaze_at;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,28
"(infant_voc;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,28
"(i_gaze_at_object;m_gaze_away;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;m_gaze_away;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,66
"(i_gaze_at;mo_smile;mother-speech)","(inf_smile)",0.193,19,80.546,0.0,0.045454545454545456,0.0,66
"(infant_voc)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,7
"(inf_smile;infant_voc;mo_smile)","(i_gaze_at)",0.22,1,13.4,0.15625,1.0,0.0,32
"(i_gaze_at_object;inf_smile;infant_voc)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,17
"(infant_voc;m_gaze_at)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile)","(m_gaze_at)",0.416,102,465.778,1.0,0.49,1.0,100
"(m_gaze_at;mo_smile;mother-speech)","(inf_smile)",0.165,21,72.863,0.0,0.047619047619047616,0.0,63
"(infant_voc;m_gaze_at_object;mo_smile;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;mother-speech)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_at;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,38
"(i_gaze_away;inf_smile;mo_smile)","(m_gaze_away)",0.133,1,9.075,999.0,999.0,999.0,1
"(i_gaze_away;infant_voc;m_gaze_at;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,99
"(inf_smile;m_gaze_at)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,62
"(i_gaze_at_object;inf_smile)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,54
"(i_gaze_at;inf_smile;infant_voc;mo_smile)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_away;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,28
"(infant_voc;m_gaze_at_object;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;m_gaze_away)","(inf_smile;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,48
"(i_gaze_at_object;inf_smile;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,21
"(i_gaze_at;m_gaze_away;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_away;inf_smile;m_gaze_away;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;inf_smile;m_gaze_away)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,22
"(i_gaze_away;inf_smile;m_gaze_at_object;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at;mother-speech)","(m_gaze_at)",0.254,27,246.767,0.03,0.98,0.0,100
"(i_gaze_at;infant_voc)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_away;mo_smile)","(i_gaze_away;inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at_object;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,11
"(i_gaze_at)","(inf_smile;m_gaze_at)",0.183,258,394.016,0.04,0.0,0.03,100
"(i_gaze_at;m_gaze_at)","(mother-speech)",0.384,482,556.371,0.0,0.0,0.0,100
"(i_gaze_at_object;inf_smile;m_gaze_at_object;mo_smile)","(mother-speech)",0.142,1,1.362,0.6164383561643836,1.0,1.0,73
"(inf_smile;m_gaze_away;mo_smile)","(infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away)","(inf_smile;m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;inf_smile;infant_voc)","(mo_smile)",0.146,1,11.423,0.6744186046511628,1.0,0.2558139534883721,43
"(infant_voc;m_gaze_away)","(i_gaze_away;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at;mo_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,87
"(i_gaze_at_object;m_gaze_at)","(mo_smile)",0.301,18,82.968,0.18,0.7,0.81,100
"(i_gaze_away;inf_smile;infant_voc;mo_smile)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
